1,86572,139557,0
2,86572,139083,0
3,86572,139332,0
4,86572,139314,0
5,86572,139374,0
6,86572,139510,0
7,86572,139429,0
8,86572,139452,0
9,86572,139038,0
10,86572,139371,0
11,86572,139441,0
12,86572,139546,0
13,86572,138919,0
14,86572,139232,0
15,86572,139414,0
16,86572,139508,0
17,86572,139395,0
18,86572,139341,0
19,86572,139071,0
20,86572,139479,0
21,86572,139401,0
22,86572,139405,0
23,86572,139340,0
24,86572,139347,0
25,86573,139372,0
26,86573,139083,0
27,86573,139314,0
28,86573,139234,0
29,86573,139429,0
30,86573,139038,0
31,86573,139371,0
32,86573,139225,0
33,86573,139404,0
34,86573,139414,0
35,86573,139395,0
36,86573,138951,0
37,86573,139273,0
38,86573,139401,0
39,86573,139340,0
40,86573,139347,0
41,86574,139083,12
42,86574,139234,0
43,86574,139429,0
44,86574,139371,0
45,86574,139414,0
46,86574,138951,0
47,86574,139273,0
48,86574,139347,0
49,86575,139234,0
50,86575,139429,0
51,86575,138951,0
52,86575,139273,0
53,86576,139429,0
54,86576,138951,0
55,86577,138951,0
56,86578,139476,0
57,86578,139399,0
58,86578,139234,0
59,86578,139416,0
60,86578,139441,0
61,86578,139341,0
62,86578,139479,0
63,86578,139516,0
64,86578,139464,0
65,86578,139225,0
66,86578,139467,0
67,86578,139360,0
68,86578,139533,0
69,86578,139381,0
70,86578,139347,0
71,86578,139401,0
72,86578,139463,0
73,86578,139465,0
74,86578,139095,0
75,86578,139474,0
76,86578,139389,0
77,86578,139440,0
78,86578,139486,0
79,86578,139535,0
80,86579,138951,0
81,86579,139234,0
82,86579,139441,0
83,86579,139341,0
84,86579,139040,0
85,86579,139464,0
86,86579,139225,0
87,86579,139314,0
88,86579,139533,0
89,86579,139347,0
90,86579,139401,0
91,86579,139429,0
92,86579,139095,0
93,86579,139474,0
94,86579,139440,0
95,86579,139494,0
96,86580,138951,0
97,86580,139441,0
98,86580,139464,0
99,86580,139314,0
100,86580,139347,0
101,86580,139401,0
102,86580,139095,0
103,86580,139494,0
104,86581,138951,0
105,86581,139464,0
106,86581,139401,0
107,86581,139494,0
108,86582,138951,0
109,86582,139401,12
110,86583,138951,0
111,86584,139435,0
112,86584,139554,0
113,86584,139515,0
114,86584,139474,0
115,86584,139316,0
116,86584,139516,0
117,86584,139360,0
118,86584,139537,0
119,86584,139403,0
120,86584,139405,0
121,86584,139532,0
122,86584,139535,0
123,86584,139428,0
124,86584,139284,0
125,86584,139464,0
126,86584,139095,0
127,86584,139545,0
128,86584,139441,0
129,86584,139520,0
130,86584,139500,0
131,86584,139432,0
132,86584,139374,0
133,86584,139479,0
134,86584,139314,0
135,86585,139396,0
136,86585,139515,0
137,86585,139316,0
138,86585,139401,0
139,86585,139469,0
140,86585,139403,0
141,86585,139405,0
142,86585,139429,0
143,86585,139428,0
144,86585,139464,0
145,86585,139095,0
146,86585,139441,0
147,86585,139520,12
148,86585,139500,0
149,86585,139374,0
150,86585,139314,0
151,86586,139396,0
152,86586,139316,0
153,86586,139403,0
154,86586,139405,0
155,86586,139464,0
156,86586,139441,0
157,86586,139500,0
158,86586,139374,0
159,86587,139396,0
160,86587,139403,0
161,86587,139464,0
162,86587,139374,0
163,86588,139396,0
164,86588,139464,0
165,86589,139396,0
166,86590,139440,0
167,86590,139421,0
168,86590,139371,0
169,86590,139532,0
170,86590,139374,0
171,86590,139405,0
172,86590,139515,0
173,86590,139496,0
174,86590,139530,0
175,86590,139500,0
176,86590,139565,0
177,86590,139538,0
178,86590,139427,0
179,86590,139459,0
180,86590,139435,0
181,86590,139495,0
182,86590,139594,0
183,86590,139432,0
184,86590,139464,0
185,86590,139516,0
186,86590,139316,0
187,86590,139517,0
188,86590,139447,0
189,86590,139273,0
190,86591,139396,0
191,86591,139421,0
192,86591,139374,0
193,86591,139429,0
194,86591,139515,12
195,86591,139530,0
196,86591,139500,0
197,86591,139486,0
198,86591,139427,0
199,86591,139435,0
200,86591,139594,0
201,86591,139401,0
202,86591,139148,0
203,86591,139516,0
204,86591,139447,0
205,86591,139273,0
206,86592,139396,0
207,86592,139374,0
208,86592,139530,0
209,86592,139486,0
210,86592,139427,0
211,86592,139401,0
212,86592,139516,0
213,86592,139273,0
214,86593,139396,0
215,86593,139486,0
216,86593,139427,0
217,86593,139273,0
218,86594,139396,0
219,86594,139273,0
220,86595,139396,0
221,86596,139541,0
222,86596,139273,0
223,86596,139568,0
224,86596,139608,0
225,86596,139462,0
226,86596,139535,0
227,86596,139319,0
228,86596,139562,0
229,86596,139474,0
230,86596,139544,0
231,86596,139558,0
232,86596,139516,0
233,86596,139627,0
234,86596,139405,0
235,86596,139401,0
236,86596,139390,0
237,86596,139441,0
238,86596,139575,0
239,86596,139421,0
240,86596,139650,0
241,86596,139429,0
242,86596,139314,0
243,86596,139618,0
244,86596,139537,0
245,86597,139396,0
246,86597,139273,0
247,86597,139462,0
248,86597,139535,0
249,86597,139122,0
250,86597,139562,0
251,86597,139544,0
252,86597,139516,0
253,86597,139627,0
254,86597,139401,0
255,86597,139441,0
256,86597,139404,0
257,86597,139421,0
258,86597,139650,0
259,86597,139618,0
260,86597,139499,0
261,86598,139396,0
262,86598,139535,0
263,86598,139562,0
264,86598,139516,0
265,86598,139401,0
266,86598,139404,0
267,86598,139650,0
268,86598,139499,0
269,86599,139396,0
270,86599,139562,0
271,86599,139404,0
272,86599,139499,0
273,86600,139396,0
274,86600,139499,0
275,86601,139396,0
276,86602,139627,0
277,86602,139650,0
278,86602,139466,0
279,86602,139575,0
280,86602,139695,0
281,86602,139486,0
282,86602,139571,0
283,86602,139491,0
284,86602,139535,0
285,86602,139516,0
286,86602,139095,0
287,86602,139544,0
288,86602,139484,0
289,86602,139696,0
290,86602,139646,0
291,86602,139576,0
292,86602,139462,0
293,86602,139464,0
294,86602,139606,0
295,86602,139374,0
296,86602,139405,0
297,86602,139429,0
298,86602,139664,0
299,86602,139520,0
300,86603,139396,0
301,86603,139650,0
302,86603,139575,0
303,86603,139486,0
304,86603,139571,0
305,86603,139535,0
306,86603,139095,0
307,86603,139534,0
308,86603,139441,0
309,86603,139696,0
310,86603,139462,0
311,86603,139464,0
312,86603,139562,0
313,86603,139374,0
314,86603,139429,0
315,86603,139537,0
316,86604,139396,0
317,86604,139575,0
318,86604,139535,0
319,86604,139534,0
320,86604,139441,0
321,86604,139462,0
322,86604,139562,0
323,86604,139429,0
324,86605,139396,0
325,86605,139535,0
326,86605,139462,0
327,86605,139562,0
328,86606,139396,0
329,86606,139562,0
330,86607,139396,0
331,86608,139441,0
332,86608,139650,0
333,86608,139405,0
334,86608,139429,0
335,86608,139645,0
336,86608,139599,0
337,86608,139516,0
338,86608,139371,0
339,86608,139545,0
340,86608,139273,0
341,86608,139694,0
342,86608,139571,0
343,86608,139462,0
344,86608,139734,0
345,86608,139627,0
346,86608,139535,0
347,86608,139544,0
348,86608,139428,0
349,86608,139667,0
350,86608,139666,0
