2005-W-SL-GBR-01A-2005,Wimbledon,Grass,128,25490
2005-W-SL-USA-01A-2005,US Open,Hard,128,25408
2006-W-SL-AUS-01A-2006,Australian Open,Hard,128,25245
2006-W-SL-FRA-01A-2006,French Open,Clay,128,25286
2006-W-SL-GBR-01A-2006,Wimbledon,Grass,128,25491
2006-W-SL-USA-01A-2006,US Open,Hard,128,25409
2007-W-SL-AUS-01A-2007,Australian Open,Hard,128,25246
2007-W-SL-FRA-01A-2007,French Open,Clay,128,25287
2007-W-SL-GBR-01A-2007,Wimbledon,Grass,128,25492
2007-W-SL-USA-01A-2007,US Open,Hard,128,25410
2008-W-SL-AUS-01A-2008,Australian Open,Hard,128,25247
2008-W-SL-FRA-01A-2008,French Open,Clay,128,25288
2008-W-SL-GBR-01A-2008,Wimbledon,Grass,128,25493
2008-W-SL-USA-01A-2008,US Open,Hard,128,602
2009-W-SL-AUS-01A-2009,Australian Open,Hard,128,
2009-W-SL-FRA-01A-2009,French Open,Clay,128,
2009-W-SL-GBR-01A-2009,Wimbledon,Grass,128,
2009-W-SL-USA-01A-2009,US Open,Hard,128,
2010-W-SL-AUS-01A-2010,Australian Open,Hard,128,
2010-W-SL-FRA-01A-2010,French Open,Clay,128,
2010-W-SL-GBR-01A-2010,Wimbledon,Grass,128,
2010-W-SL-USA-01A-2010,US Open,Hard,128,
2011-W-SL-AUS-01A-2011,Australian Open,Hard,128,
2011-W-SL-FRA-01A-2011,French Open,Clay,128,
2011-W-SL-GBR-01A-2011,Wimbledon,Grass,128,
2011-W-SL-USA-01A-2011,US Open,Hard,128,
2012-W-SL-AUS-01A-2012,Australian Open,Hard,128,
2012-W-SL-FRA-01A-2012,French Open,Clay,128,
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,
2012-W-SL-USA-01A-2012,US Open,Hard,128,
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,
2013-W-SL-FRA-01A-2013,French Open,Clay,128,
2013-W-SL-GBR-01A-2013,Wimbledon,Grass,128,
2013-W-SL-USA-01A-2013,US Open,Hard,128,
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,
2014-W-SL-FRA-01A-2014,French Open,Clay,128,
2014-W-SL-GBR-01A-2014,Wimbledon,Grass,128,
2014-W-SL-USA-01A-2014,US Open,Hard,128,
2015-W-SL-AUS-01A-2015,Australian Open,Hard,128,
2015-W-SL-FRA-01A-2015,French Open,Clay,128,
2015-W-SL-GBR-01A-2015,Wimbledon,Grass,128,
2015-W-SL-USA-01A-2015,US Open,Hard,128,
