2000-W-T1-ITA-01A-2000,Rome,Clay,56,26476
2000-W-T4A-CHN-01A-2000,Shanghai,Hard,32,26486
2001-W-T1-USA-01A-2001,Indian Wells,Hard,96,26421
2001-W-T1-ITA-01A-2001,Rome,Clay,56,26477
2001-W-T3-ESP-01A-2001,Madrid,Clay,30,26451
2001-W-T4-CHN-01A-2001,Shanghai,Hard,32,26487
2001-W-T1-CAN-01A-2001,Canadian Open,Hard,56,26389
2002-W-T1-USA-01A-2002,Indian Wells,Hard,96,26422
2002-W-T1-ITA-01A-2002,Rome,Clay,56,26478
2002-W-T3-ESP-01A-2002,Madrid,Clay,30,26452
2002-W-T4-CHN-01A-2002,Shanghai,Hard,32,26488
2002-W-T1-CAN-01A-2002,Canadian Open,Hard,56,26390
2003-W-T3-ESP-01A-2003,Madrid,Clay,30,26453
2003-W-T1-USA-01A-2003,Indian Wells,Hard,96,26423
2003-W-T1-ITA-01A-2003,Rome,Clay,56,26479
2003-W-T1-CAN-01A-2003,Canadian Open,Hard,56,26391
2003-W-T2-CHN-01A-2003,Shanghai,Hard,28,26489
2004-W-T1-USA-01A-2004,Indian Wells,Hard,96,26424
2004-W-T1-ITA-01A-2004,Rome,Clay,56,26480
2004-W-T1-CAN-01A-2004,Canadian Open,Hard,56,26392
2004-W-T3-USA-02A-2004,Cincinnati,Hard,30,26403
2004-W-T2-CHN-01A-2004,Beijing,Hard,28,26360
2005-W-T1-USA-01A-2005,Indian Wells,Hard,96,26425
2005-W-T1-ITA-01A-2005,Rome,Clay,56,26481
2005-W-T3-USA-02A-2005,Cincinnati,Hard,32,26404
2005-W-T1-CAN-01A-2005,Canadian Open,Hard,56,26393
2005-W-T2-CHN-01A-2005,Beijing,Hard,28,26361
2006-W-T1-USA-01A-2006,Indian Wells,Hard,96,26426
2006-W-T1-ITA-01A-2006,Rome,Clay,56,26482
2006-W-T3-USA-02A-2006,Cincinnati,Hard,32,26405
2006-W-T1-CAN-01A-2006,Canadian Open,Hard,56,26394
2006-W-T2-CHN-01A-2006,Beijing,Hard,28,26362
2007-W-T1-USA-01A-2007,Indian Wells,Hard,96,26427
2007-W-T1-ITA-01A-2007,Rome,Clay,56,26483
2007-W-T3-USA-02A-2007,Cincinnati,Hard,32,26406
2007-W-T1-CAN-01A-2007,Canadian Open,Hard,56,26395
2007-W-T2-CHN-01A-2007,Beijing,Hard,28,26363
