200371,Mima,Jausovec,U,19560720,SLO,wta,1978_Canadian Open++1978_Rome++1979_Rome++1980_Cincinnati++1981_Canadian Open++1981_Cincinnati++1982_Canadian Open++1983_Canadian Open++1983_Perugia++1984_Canadian Open,139264
200353,Lele,Forood,U,19560910,USA,wta,1978_Canadian Open++1979_Rome,139341
200333,Betsy,Nagelsen,R,19561023,USA,wta,1978_Canadian Open++1978_Rome++1980_Canadian Open++1981_Canadian Open++1981_Cincinnati++1982_Canadian Open++1982_Cincinnati++1983_Canadian Open++1986_Key Biscayne++1986_Canadian Open++1987_Canadian Open++1988_Canadian Open++1988_Key Biscayne++1989_Key Biscayne++1990_Canadian Open++1990_Key Biscayne++1993_Key Biscayne++1994_Indian Wells,139273
200379,Paula,Smith,U,19570110,USA,wta,1978_Canadian Open++1981_Perugia++1983_Perugia++1984_Perugia,139393
200355,Diane,Desfor,U,19550615,USA,wta,1978_Canadian Open++1978_Rome++1980_Canadian Open++1981_Cincinnati,139342
200264,Helena,Anliot,U,19560926,SWE,wta,1978_Canadian Open++1978_Rome++1980_Perugia,139245
200298,Laura,Du Pont,U,19490504,USA,wta,1978_Canadian Open++1978_Rome++1980_Canadian Open++1980_Cincinnati++1980_Perugia++1982_Perugia,139015
200223,Sharon,Walsh Pete,R,19520224,USA,wta,1978_Canadian Open++1978_Rome++1980_Canadian Open++1981_Canadian Open++1982_Canadian Open++1982_Cincinnati++1983_Canadian Open++1985_Key Biscayne++1988_Key Biscayne,139095
200460,Regina,Marsikova,U,19581211,CZE,wta,1978_Canadian Open++1978_Rome++1979_Rome++1980_Canadian Open++1981_Canadian Open++1981_Perugia++1985_Canadian Open++1986_Key Biscayne++1986_Canadian Open++1987_Key Biscayne++1987_Rome,139274
200273,Nerida,Gregory,U,19560513,AUS,wta,1978_Canadian Open++1981_Perugia,139253
200283,Pam,Teeguarden,U,19510417,USA,wta,1978_Canadian Open++1978_Rome++1980_Canadian Open++1981_Canadian Open++1981_Cincinnati++1982_Cincinnati,139038
200363,Hana,Strachonova,U,19610102,SUI,wta,1978_Canadian Open++1978_Rome++1980_Perugia++1981_Canadian Open,139368
200410,Yvonne,Vermaak,R,19561218,RSA,wta,1978_Canadian Open++1979_Rome++1980_Canadian Open++1980_Perugia++1981_Canadian Open++1981_Cincinnati++1981_Perugia++1982_Canadian Open++1982_Cincinnati++1982_Perugia++1983_Canadian Open++1983_Perugia++1984_Canadian Open++1984_Perugia++1985_Key Biscayne++1987_Key Biscayne,139314
200320,Renata,Tomanova,U,19541209,GER,wta,1978_Canadian Open++1978_Rome++1979_Rome++1980_Canadian Open++1980_Perugia++1981_Canadian Open++1982_Perugia++1983_Perugia,139214
200308,Kym,Ruddell,U,19550719,AUS,wta,1978_Canadian Open,139300
200312,Frederique,Thibault,U,19540602,FRA,wta,1978_Canadian Open++1980_Perugia++1981_Perugia,139303
200953,Viviana,Segal,U,19580422,ARG,wta,1978_Canadian Open++1980_Perugia,139365
200932,Jeanne,Evert,U,19571005,USA,wta,1978_Canadian Open++1978_Rome,139194
200969,Jeanne,Duvall,U,19591207,USA,wta,1978_Canadian Open++1979_Rome++1980_Canadian Open++1980_Cincinnati++1981_Perugia,139398
200942,Kathy,Kuykendall,U,19561123,USA,wta,1978_Canadian Open,139283
200400,Kate,Latham,U,19521025,USA,wta,1978_Canadian Open++1978_Rome++1980_Canadian Open++1980_Cincinnati++1981_Canadian Open++1981_Cincinnati++1982_Canadian Open++1982_Cincinnati++1982_Perugia++1983_Perugia++1984_Perugia,139232
201907,Lisette,Senn,U,19580312,CAN,wta,1978_Canadian Open,0
200967,Zenda,Liess,U,19591212,USA,wta,1978_Canadian Open,139343
200938,Kathy,May Teacher Paben,U,19560618,USA,wta,1978_Canadian Open++1978_Rome++1980_Cincinnati,139239
200318,Michelle,Tyler,U,19580708,GBR,wta,1978_Canadian Open++1978_Rome,139317
200394,Marjorie,Blackwood,U,19570501,CAN,wta,1978_Canadian Open++1980_Perugia++1981_Canadian Open++1982_Canadian Open++1985_Canadian Open,139395
200185,Lesley,Hunt,U,19500529,AUS,wta,1978_Canadian Open++1978_Rome,138947
200146,Cynthia,Doerner,U,19510211,AUS,wta,1978_Canadian Open++1978_Rome,139115
201259,Sonoe,Yonezawa,U,19490829,JPN,wta,1978_Canadian Open++1978_Rome,139400
200957,Ruta,Gerulaitis,U,19551118,USA,wta,1978_Canadian Open++1978_Rome,139339
200337,Virginia,Ruzici,R,19550131,ROU,wta,1978_Canadian Open++1978_Rome++1979_Rome++1980_Canadian Open++1980_Perugia++1981_Canadian Open++1981_Cincinnati++1981_Perugia++1982_Canadian Open++1982_Perugia++1983_Perugia++1984_Perugia++1985_Canadian Open++1987_Key Biscayne++1987_Rome,139221
200963,Caroline,Stoll,U,19601104,USA,wta,1978_Canadian Open++1978_Rome++1979_Rome++1980_Canadian Open++1980_Cincinnati,139375
200950,Marise,Kruger,U,19580717,RSA,wta,1978_Canadian Open,139330
200194,Francoise,Durr,R,19421225,FRA,wta,1978_Canadian Open,138861
200756,Bunny,Bruning,U,19570905,USA,wta,1978_Canadian Open,139337
200977,Dana,Gilbert,U,19591126,USA,wta,1978_Canadian Open++1980_Canadian Open++1980_Perugia++1981_Perugia++1983_Perugia,139409
200234,Pam,Whytcross,U,19531125,AUS,wta,1978_Canadian Open++1980_Perugia,139182
200323,Rene,Blount,U,19570512,USA,wta,1978_Canadian Open++1981_Canadian Open++1985_Canadian Open,139387
200962,Patricia,Medrado,U,19561126,BRA,wta,1978_Canadian Open++1980_Perugia++1981_Canadian Open++1981_Perugia++1982_Canadian Open++1982_Perugia++1983_Canadian Open++1983_Perugia++1984_Perugia++1986_Canadian Open++1987_Key Biscayne++1987_Rome++1988_Key Biscayne++1988_Rome,139346
200256,Chris,Oneil,R,19560319,AUS,wta,1978_Canadian Open,139210
200956,Carrie,Meyer,R,19550822,USA,wta,1978_Canadian Open++1980_Cincinnati,139280
200243,Glynis,Coles,U,19540220,GBR,wta,1978_Canadian Open++1978_Rome++1980_Canadian Open++1980_Perugia++1981_Canadian Open++1981_Perugia,139161
200285,Mimi,Wikstedt,U,19540430,SWE,wta,1978_Canadian Open,139224
200328,Patricia,Bostrom,U,19511125,USA,wta,1978_Canadian Open,139223
200904,Kristien,Shaw,U,19520725,USA,wta,1978_Canadian Open,139097
200966,Kay,Mcdaniel,U,19570925,USA,wta,1978_Canadian Open,139412
200879,Wendy,Overton,U,19470331,USA,wta,1978_Canadian Open,139032
200940,Ilana,Kloss,U,19560312,RSA,wta,1978_Canadian Open++1979_Rome++1980_Canadian Open++1980_Cincinnati,139233
200143,Kathleen,Harter,U,19461027,USA,wta,1978_Canadian Open,138953
201160,Wendy,Barlow,U,19600507,CAN,wta,1978_Canadian Open++1980_Canadian Open++1980_Perugia,139397
200954,Claudia,Casabianca,U,19600321,ARG,wta,1978_Rome++1980_Canadian Open++1980_Perugia,139366
200263,Janet,Wright,U,19530806,USA,wta,1978_Rome++1979_Rome,139135
200755,Daniela,Marzano,U,19500607,ITA,wta,1978_Rome++1979_Rome++1980_Perugia,139154
200787,Fiorella,Bonicelli,U,19511221,URU,wta,1978_Rome,138932
200759,Katja,Ebbinghaus,U,19480601,FRG,wta,1978_Rome,139066
200936,Iris,Riedel Kuhn,U,19540316,FRG,wta,1978_Rome++1979_Rome++1980_Perugia++1981_Perugia++1982_Perugia,139308
200316,Heidi,Eisterlehner,R,19491025,GER,wta,1978_Rome++1981_Perugia,139313
200334,Sabina,Simmonds,R,19600417,ITA,wta,1978_Rome++1979_Rome++1980_Perugia++1981_Perugia++1982_Canadian Open++1982_Perugia++1983_Canadian Open++1983_Perugia++1986_Perugia,139332
200361,Marie,Pinterova,U,19460816,HUN,wta,1978_Rome++1980_Perugia++1981_Canadian Open++1982_Canadian Open++1982_Perugia,139071
200905,Mariana,Simionescu,R,19561127,ROU,wta,1978_Rome,139216
200935,Florenta,Mihai,U,19550902,ROU,wta,1978_Rome++1980_Perugia,139307
200259,Chris,Evert,R,19541221,USA,wta,1979_Rome++1980_Canadian Open++1980_Cincinnati++1980_Perugia++1981_Canadian Open++1981_Perugia++1982_Perugia++1983_Canadian Open++1984_Canadian Open++1984_Perugia++1985_Key Biscayne++1985_Canadian Open++1986_Key Biscayne++1987_Canadian Open++1987_Key Biscayne++1988_Canadian Open++1988_Key Biscayne++1988_Rome++1989_Canadian Open++1989_Indian Wells++1989_Key Biscayne,139169
