109938,Tom,Mozur,R,,USA,atp,1968_Cincinnati++1969_Cincinnati,137361
100102,Joaquin Loyo,Mayo,R,19450816,MEX,atp,1968_Cincinnati++1970_Cincinnati++1971_Cincinnati++1974_Cincinnati++1974_Montreal / Toronto++1975_Cincinnati++1975_Montreal / Toronto,137383
109977,William,Harris,R,19470114,USA,atp,1968_Cincinnati++1969_Montreal / Toronto++1969_Cincinnati,137369
100140,Steve,Faulk,R,19470601,USA,atp,1968_Cincinnati++1969_Cincinnati++1971_Cincinnati++1972_Montreal / Toronto++1972_Cincinnati++1973_Cincinnati++1973_Monte Carlo++1974_Montreal / Toronto,137719
100115,Jaime,Fillol,R,19460603,CHI,atp,1968_Cincinnati++1969_Cincinnati++1970_Cincinnati++1971_Cincinnati++1972_Paris Indoor++1972_Montreal / Toronto++1972_Cincinnati++1973_Montreal / Toronto++1973_Rome++1973_Paris Indoor++1974_Paris Indoor++1974_Rome++1974_Montreal / Toronto++1975_Paris Indoor++1976_Montreal / Toronto++1976_Paris Indoor++1977_Montreal / Toronto++1978_Montreal / Toronto++1978_Cincinnati++1979_Cincinnati++1979_Rome++1979_Montreal / Toronto++1980_Cincinnati++1981_Rome++1983_Rome,137355
100145,Dick,Dell,R,19470929,USA,atp,1968_Cincinnati++1969_Cincinnati++1971_Cincinnati++1972_Rome++1972_Montreal / Toronto++1972_Cincinnati++1974_Cincinnati++1975_Montreal / Toronto,137376
100127,Tom,Gorman,R,19461219,USA,atp,1968_Cincinnati++1969_Cincinnati++1970_Cincinnati++1971_Rome++1971_Cincinnati++1972_Rome++1972_Paris Indoor++1973_Rome++1973_Paris Indoor++1974_Rome++1975_Cincinnati++1976_Cincinnati++1979_Cincinnati,137342
109857,Brian,Cheney,R,,USA,atp,1968_Cincinnati,137625
100105,Allan,Stone,R,19451014,AUS,atp,1968_Cincinnati++1968_Rome++1969_Cincinnati++1969_Rome++1970_Cincinnati++1971_Monte Carlo++1971_Rome++1971_Montreal / Toronto++1973_Cincinnati++1973_Rome,137416
100051,Premjit,Lall,R,19401020,IND,atp,1968_Cincinnati,137358
100053,Colin,Stubs,R,19410227,AUS,atp,1968_Cincinnati,137437
100023,Ramanathan,Krishnan,R,19370411,IND,atp,1968_Cincinnati,137339
100174,Manuel,Orantes,L,19490206,ESP,atp,1968_Monte Carlo++1968_Rome++1969_Monte Carlo++1969_Rome++1970_Monte Carlo++1970_Rome++1971_Monte Carlo++1972_Rome++1973_Montreal / Toronto++1973_Cincinnati++1973_Monte Carlo++1973_Rome++1973_Paris Indoor++1974_Rome++1974_Montreal / Toronto++1975_Rome++1975_Montreal / Toronto++1976_Montreal / Toronto++1977_Montreal / Toronto++1978_Montreal / Toronto++1979_Monte Carlo++1980_Monte Carlo++1980_Rome++1981_Rome++1982_Monte Carlo++1983_Monte Carlo++1983_Rome,137455
109800,Mathias,Werren,R,19440509,SUI,atp,1968_Monte Carlo,137650
100080,Szabolcz,Baranyi,R,19440131,HUN,atp,1968_Monte Carlo++1971_Monte Carlo++1972_Monte Carlo++1972_Paris Indoor++1973_Monte Carlo++1973_Rome,137664
109771,Jairo,Velasco,R,19470509,ESP,atp,1968_Monte Carlo++1972_Rome++1972_Montreal / Toronto++1972_Cincinnati++1973_Rome++1974_Montreal / Toronto++1975_Montreal / Toronto++1976_Montreal / Toronto++1976_Paris Indoor,137567
109748,John,Barrett,L,19310417,GBR,atp,1968_Monte Carlo++1968_Rome++1968_Paris Indoor++1969_Monte Carlo,137513
100129,Jean Baptiste,Chanfreau,R,19470117,FRA,atp,1968_Monte Carlo++1968_Rome++1968_Paris Indoor++1969_Paris Indoor++1969_Cincinnati++1969_Monte Carlo++1969_Rome++1970_Monte Carlo++1970_Paris Indoor++1970_Cincinnati++1971_Monte Carlo++1971_Paris Indoor++1971_Cincinnati++1972_Rome++1972_Montreal / Toronto++1972_Cincinnati++1973_Montreal / Toronto++1973_Rome++1973_Paris Indoor++1979_Paris Indoor,137528
