"2204","30","Tennis WTA 1995",,"season",NULL,"1995-01-01","1995-12-31","yes","no","0","2017-11-07 09:34:45"
"2205","30","Tennis WTA 1996",,"season",NULL,"1996-01-01","1996-12-31","yes","no","0","2017-11-07 09:34:45"
"2206","30","Tennis WTA 1997",,"season",NULL,"1997-01-01","1997-12-31","yes","no","0","2017-11-07 09:34:45"
"2207","30","Tennis WTA 1998",,"season",NULL,"1998-01-01","1998-12-31","yes","no","0","2017-11-07 09:34:45"
"2208","30","Tennis WTA 1999",,"season",NULL,"1999-01-01","1999-12-31","yes","no","0","2017-11-07 09:34:45"
"2209","30","Tennis WTA 2000",,"season",NULL,"2000-01-01","2000-12-31","yes","no","0","2017-11-07 09:34:45"
"2210","30","Tennis WTA 2001",,"season",NULL,"2001-01-01","2001-12-31","yes","no","0","2017-11-07 09:34:45"
"2211","30","Tennis WTA 2002",,"season",NULL,"2002-01-01","2002-12-31","yes","no","0","2017-11-07 09:34:45"
"2212","30","Tennis WTA 2003",,"season",NULL,"2003-01-01","2003-12-31","yes","no","0","2017-11-07 09:34:45"
"2213","30","Tennis WTA 2004",,"season",NULL,"2004-01-01","2004-12-31","yes","no","0","2017-11-07 09:34:45"
"2214","30","Tennis WTA 2005",,"season",NULL,"2005-01-01","2005-12-31","yes","no","0","2017-11-07 09:34:45"
"2215","30","Tennis WTA 2006",,"season",NULL,"2006-01-01","2006-12-31","yes","no","0","2017-11-07 09:34:45"
"2216","30","Tennis WTA 2007",,"season",NULL,"2007-01-01","2007-12-31","yes","no","0","2017-11-07 09:34:45"
"2217","30","Tennis WTA 2008",,"season",NULL,"2008-01-01","2008-12-31","yes","no","0","2017-11-07 09:34:45"
