1975-605,Masters,Hard,8,M,19751130,009,100119,,,Ilie Nastase,R,183,ROU,29.3661875428,8,0,100282,,,Guillermo Vilas,L,180,ARG,23.2854209446,3,0,6-0 6-3 6-4,5,SF,,,,,,,,,,,,,,,,,,,
1975-605,Masters,Hard,8,M,19751130,010,100074,,,Arthur Ashe,R,185,USA,32.3915126626,7,0,100119,,,Ilie Nastase,R,183,ROU,29.3661875428,8,0,1-6 7-5 4-1 DEF,5,RR,,,,,,,,,,,,,,,,,,,
1975-605,Masters,Hard,8,M,19751130,011,100119,,,Ilie Nastase,R,183,ROU,29.3661875428,8,0,100174,,,Manuel Orantes,L,178,ESP,26.8117727584,9,0,3-6 6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,
1975-605,Masters,Hard,8,M,19751130,012,100119,,,Ilie Nastase,R,183,ROU,29.3661875428,8,0,100214,,,Adriano Panatta,R,183,ITA,25.3935660507,28,0,7-6 3-6 6-0,3,RR,,,,,,,,,,,,,,,,,,,
1975-605,Masters,Hard,8,M,19751130,013,100074,,,Arthur Ashe,R,185,USA,32.3915126626,7,0,100174,,,Manuel Orantes,L,178,ESP,26.8117727584,9,0,6-4 6-1,3,RR,,,,,,,,,,,,,,,,,,,
1975-605,Masters,Hard,8,M,19751130,014,100074,,,Arthur Ashe,R,185,USA,32.3915126626,7,0,100214,,,Adriano Panatta,R,183,ITA,25.3935660507,28,0,7-6 6-3,3,RR,,,,,,,,,,,,,,,,,,,
1975-605,Masters,Hard,8,M,19751130,015,100174,,,Manuel Orantes,L,178,ESP,26.8117727584,9,0,100214,,,Adriano Panatta,R,183,ITA,25.3935660507,28,0,6-4 7-6,3,RR,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,001,100261,,,Brian Gottfried,R,183,USA,24.8569472964,17,0,100282,,,Guillermo Vilas,L,180,ARG,24.3011635866,3,0,6-3 2-6 6-4,3,RR,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,002,100282,,,Guillermo Vilas,L,180,ARG,24.3011635866,3,0,100309,,,Raul Ramirez,R,183,MEX,23.4606433949,10,0,7-6 2-6 7-5,3,RR,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,003,100282,,,Guillermo Vilas,L,180,ARG,24.3011635866,3,0,100286,,,Harold Solomon,R,168,USA,24.2162902122,12,0,6-3 4-6 6-4,3,RR,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,004,100280,,,Wojtek Fibak,R,183,POL,24.3394934976,32,0,100282,,,Guillermo Vilas,L,180,ARG,24.3011635866,3,0,6-2 6-2 5-7 3-6 8-6,5,SF,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,005,100261,,,Brian Gottfried,R,183,USA,24.8569472964,17,0,100309,,,Raul Ramirez,R,183,MEX,23.4606433949,10,0,4-6 6-3 6-0,3,RR,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,006,100286,,,Harold Solomon,R,168,USA,24.2162902122,12,0,100309,,,Raul Ramirez,R,183,MEX,23.4606433949,10,0,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,007,100286,,,Harold Solomon,R,168,USA,24.2162902122,12,0,100261,,,Brian Gottfried,R,183,USA,24.8569472964,17,0,6-4 6-2,3,RR,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,008,100174,,,Manuel Orantes,L,178,ESP,27.8275154004,5,0,100286,,,Harold Solomon,R,168,USA,24.2162902122,12,0,6-4 6-3 6-4,5,SF,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,009,100174,,,Manuel Orantes,L,178,ESP,27.8275154004,5,0,100232,,,Eddie Dibbs,R,170,USA,25.7823408624,8,0,6-4 6-2,3,RR,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,010,100280,,,Wojtek Fibak,R,183,POL,24.3394934976,32,0,100174,,,Manuel Orantes,L,178,ESP,27.8275154004,5,0,7-5 7-6,3,RR,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,011,100174,,,Manuel Orantes,L,178,ESP,27.8275154004,5,0,100255,,,Roscoe Tanner,L,183,USA,25.1416837782,13,0,7-6 6-3,3,RR,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,012,100174,,,Manuel Orantes,L,178,ESP,27.8275154004,5,0,100280,,,Wojtek Fibak,R,183,POL,24.3394934976,32,0,5-7 6-2 0-6 7-6 6-1,5,F,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,013,100280,,,Wojtek Fibak,R,183,POL,24.3394934976,32,0,100232,,,Eddie Dibbs,R,170,USA,25.7823408624,8,0,6-2 6-4,3,RR,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,014,100255,,,Roscoe Tanner,L,183,USA,25.1416837782,13,0,100280,,,Wojtek Fibak,R,183,POL,24.3394934976,32,0,7-6 6-3,3,RR,,,,,,,,,,,,,,,,,,,
1976-605,Masters,Carpet,8,M,19761205,015,100232,,,Eddie Dibbs,R,170,USA,25.7823408624,8,0,100255,,,Roscoe Tanner,L,183,USA,25.1416837782,13,0,6-4 7-5,3,RR,,,,,,,,,,,,,,,,,,,
1977-605,Masters,Carpet,8,M,19780104,001,100437,,,Bjorn Borg,R,180,SWE,21.5797399042,3,0,100309,,,Raul Ramirez,R,183,MEX,24.5420944559,8,0,6-2 6-4,3,RR,,,,,,,,,,,,,,,,,,,
1977-605,Masters,Carpet,8,M,19780104,002,100261,,,Brian Gottfried,R,183,USA,25.9383983573,5,0,100309,,,Raul Ramirez,R,183,MEX,24.5420944559,8,0,6-7 6-2 6-4,3,RR,,,,,,,,,,,,,,,,,,,
1977-605,Masters,Carpet,8,M,19780104,003,100309,,,Raul Ramirez,R,183,MEX,24.5420944559,8,0,100255,,,Roscoe Tanner,L,183,USA,26.2231348392,15,0,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,
1977-605,Masters,Carpet,8,M,19780104,004,100261,,,Brian Gottfried,R,183,USA,25.9383983573,5,0,100437,,,Bjorn Borg,R,180,SWE,21.5797399042,3,0, W/O,3,RR,,,,,,,,,,,,,,,,,,,
1977-605,Masters,Carpet,8,M,19780104,005,100437,,,Bjorn Borg,R,180,SWE,21.5797399042,3,0,100255,,,Roscoe Tanner,L,183,USA,26.2231348392,15,0,6-4 6-7 6-3,3,RR,,,,,,,,,,,,,,,,,,,
