1,85219,137463,8,1,home
1,85219,137633,6,1,away
1,85219,137463,6,2,home
1,85219,137633,1,2,away
1,85219,137463,6,3,home
1,85219,137633,4,3,away
1,85219,137463,3,0,home
1,85219,137633,0,0,away
2,85219,137434,6,1,home
2,85219,137484,3,1,away
2,85219,137434,15,2,home
2,85219,137484,13,2,away
2,85219,137434,6,3,home
2,85219,137484,3,3,away
2,85219,137434,3,0,home
2,85219,137484,0,0,away
3,85219,141128,6,1,home
3,85219,137575,0,1,away
3,85219,141128,6,2,home
3,85219,137575,3,2,away
3,85219,141128,7,3,home
3,85219,137575,5,3,away
3,85219,141128,3,0,home
3,85219,137575,0,0,away
4,85219,137510,6,1,home
4,85219,141129,2,1,away
4,85219,137510,6,2,home
4,85219,141129,3,2,away
4,85219,137510,6,3,home
4,85219,141129,4,3,away
4,85219,137510,3,0,home
4,85219,141129,0,0,away
5,85219,137346,6,1,home
5,85219,137497,3,1,away
5,85219,137346,6,2,home
5,85219,137497,3,2,away
5,85219,137346,6,3,home
5,85219,137497,4,3,away
5,85219,137346,3,0,home
5,85219,137497,0,0,away
6,85219,137650,6,1,home
6,85219,137490,1,1,away
6,85219,137650,5,2,home
6,85219,137490,7,2,away
6,85219,137650,6,3,home
6,85219,137490,1,3,away
6,85219,137650,2,4,home
6,85219,137490,6,4,away
6,85219,137650,6,5,home
6,85219,137490,2,5,away
6,85219,137650,3,0,home
6,85219,137490,2,0,away
7,85219,137501,6,1,home
7,85219,141130,3,1,away
7,85219,137501,6,2,home
7,85219,141130,3,2,away
7,85219,137501,6,3,home
7,85219,141130,1,3,away
7,85219,137501,3,0,home
7,85219,141130,0,0,away
8,85219,137363,3,1,home
8,85219,137457,6,1,away
8,85219,137363,6,2,home
8,85219,137457,2,2,away
8,85219,137363,7,3,home
8,85219,137457,5,3,away
8,85219,137363,9,4,home
8,85219,137457,7,4,away
8,85219,137363,3,0,home
8,85219,137457,1,0,away
9,85219,137669,6,1,home
9,85219,137563,2,1,away
9,85219,137669,5,2,home
9,85219,137563,7,2,away
9,85219,137669,6,3,home
9,85219,137563,4,3,away
9,85219,137669,6,4,home
9,85219,137563,1,4,away
9,85219,137669,3,0,home
9,85219,137563,1,0,away
10,85219,137443,3,1,home
10,85219,137522,6,1,away
10,85219,137443,6,2,home
10,85219,137522,3,2,away
10,85219,137443,3,3,home
10,85219,137522,6,3,away
10,85219,137443,6,4,home
10,85219,137522,3,4,away
10,85219,137443,6,5,home
10,85219,137522,2,5,away
10,85219,137443,3,0,home
10,85219,137522,2,0,away
11,85219,137464,3,1,home
11,85219,137444,6,1,away
11,85219,137464,6,2,home
11,85219,137444,3,2,away
11,85219,137464,6,3,home
11,85219,137444,4,3,away
11,85219,137464,6,4,home
11,85219,137444,0,4,away
11,85219,137464,3,0,home
11,85219,137444,1,0,away
12,85219,137489,6,1,home
12,85219,141131,4,1,away
12,85219,137489,7,2,home
12,85219,141131,5,2,away
12,85219,137489,6,3,home
12,85219,141131,2,3,away
12,85219,137489,3,0,home
12,85219,141131,0,0,away
13,85219,141132,6,1,home
13,85219,141133,2,1,away
13,85219,141132,6,2,home
13,85219,141133,3,2,away
13,85219,141132,7,3,home
13,85219,141133,5,3,away
13,85219,141132,3,0,home
13,85219,141133,0,0,away
14,85219,137414,6,1,home
14,85219,141134,3,1,away
14,85219,137414,6,2,home
14,85219,141134,4,2,away
14,85219,137414,6,3,home
14,85219,141134,0,3,away
14,85219,137414,3,0,home
14,85219,141134,0,0,away
15,85219,137500,6,1,home
15,85219,137469,4,1,away
15,85219,137500,6,2,home
15,85219,137469,2,2,away
15,85219,137500,7,3,home
15,85219,137469,9,3,away
15,85219,137500,3,4,home
15,85219,137469,6,4,away
15,85219,137500,7,5,home
15,85219,137469,5,5,away
15,85219,137500,3,0,home
15,85219,137469,2,0,away
16,85219,137494,6,1,home
16,85219,137498,3,1,away
16,85219,137494,2,2,home
16,85219,137498,6,2,away
16,85219,137494,8,3,home
16,85219,137498,6,3,away
16,85219,137494,6,4,home
16,85219,137498,3,4,away
16,85219,137494,3,0,home
16,85219,137498,1,0,away
17,85220,137337,6,1,home
17,85220,137463,4,1,away
17,85220,137337,8,2,home
17,85220,137463,10,2,away
17,85220,137337,10,3,home
17,85220,137463,8,3,away
17,85220,137337,6,4,home
17,85220,137463,1,4,away
17,85220,137337,3,0,home
17,85220,137463,1,0,away
18,85220,137434,6,1,home
18,85220,137459,8,1,away
18,85220,137434,7,2,home
