1,82474,137418,3,1,home
1,82474,137441,6,1,away
1,82474,137418,6,2,home
1,82474,137441,3,2,away
1,82474,137418,6,3,home
1,82474,137441,5,3,away
1,82474,137418,2,0,home
1,82474,137441,1,0,away
2,82474,137441,6,1,home
2,82474,137347,1,1,away
2,82474,137441,5,2,home
2,82474,137347,6,2,away
2,82474,137441,6,3,home
2,82474,137347,1,3,away
2,82474,137441,2,0,home
2,82474,137347,1,0,away
3,82474,137441,6,1,home
3,82474,137443,3,1,away
3,82474,137441,6,2,home
3,82474,137443,5,2,away
3,82474,137441,2,0,home
3,82474,137443,0,0,away
4,82474,137441,6,1,home
4,82474,137407,4,1,away
4,82474,137441,6,2,home
4,82474,137407,5,2,away
4,82474,137441,2,0,home
4,82474,137407,0,0,away
5,82475,137441,4,1,home
5,82475,137410,6,1,away
5,82475,137441,6,2,home
5,82475,137410,3,2,away
5,82475,137441,6,3,home
5,82475,137410,4,3,away
5,82475,137441,2,0,home
5,82475,137410,1,0,away
6,82474,137418,6,1,home
6,82474,137347,5,1,away
6,82474,137418,3,2,home
6,82474,137347,6,2,away
6,82474,137418,6,3,home
6,82474,137347,2,3,away
6,82474,137418,2,0,home
6,82474,137347,1,0,away
7,82474,137347,6,1,home
7,82474,137443,2,1,away
7,82474,137347,3,2,home
7,82474,137443,6,2,away
7,82474,137347,6,3,home
7,82474,137443,3,3,away
7,82474,137347,2,0,home
7,82474,137443,1,0,away
8,82474,137410,6,1,home
8,82474,137347,5,1,away
8,82474,137410,3,2,home
8,82474,137347,6,2,away
8,82474,137410,6,3,home
8,82474,137347,2,3,away
8,82474,137410,2,0,home
8,82474,137347,1,0,away
9,82474,137407,6,1,home
9,82474,137347,3,1,away
9,82474,137407,6,2,home
9,82474,137347,3,2,away
9,82474,137407,2,0,home
9,82474,137347,0,0,away
10,82474,137418,6,1,home
10,82474,137443,3,1,away
10,82474,137418,4,2,home
10,82474,137443,6,2,away
10,82474,137418,6,3,home
10,82474,137443,3,3,away
10,82474,137418,2,0,home
10,82474,137443,1,0,away
11,82474,137410,6,1,home
11,82474,137443,4,1,away
11,82474,137410,6,2,home
11,82474,137443,3,2,away
11,82474,137410,2,0,home
11,82474,137443,0,0,away
12,82474,137407,6,1,home
12,82474,137443,5,1,away
12,82474,137407,6,2,home
12,82474,137443,4,2,away
12,82474,137407,2,0,home
12,82474,137443,0,0,away
13,82474,137407,6,1,home
13,82474,137418,3,1,away
13,82474,137407,6,2,home
13,82474,137418,4,2,away
13,82474,137407,2,0,home
13,82474,137418,0,0,away
14,82474,137410,5,1,home
14,82474,137407,6,1,away
14,82474,137410,6,2,home
14,82474,137407,3,2,away
14,82474,137410,6,3,home
14,82474,137407,5,3,away
14,82474,137410,2,0,home
14,82474,137407,1,0,away
15,82474,137410,6,1,home
15,82474,137418,3,1,away
15,82474,137410,6,2,home
15,82474,137418,2,2,away
15,82474,137410,2,0,home
15,82474,137418,0,0,away
16,82476,137552,0,0,home
16,82476,137430,0,0,away
17,82476,137552,3,1,home
17,82476,137347,6,1,away
17,82476,137552,6,2,home
17,82476,137347,1,2,away
17,82476,137552,6,3,home
17,82476,137347,2,3,away
17,82476,137552,2,0,home
17,82476,137347,1,0,away
18,82476,137552,6,1,home
18,82476,137357,3,1,away
18,82476,137552,6,2,home
18,82476,137357,2,2,away
18,82476,137552,2,0,home
18,82476,137357,0,0,away
19,82476,137552,5,1,home
19,82476,137443,7,1,away
19,82476,137552,6,2,home
19,82476,137443,2,2,away
19,82476,137552,6,3,home
19,82476,137443,2,3,away
19,82476,137552,2,0,home
19,82476,137443,1,0,away
20,82476,137552,5,1,home
20,82476,137458,7,1,away
20,82476,137552,6,2,home
20,82476,137458,4,2,away
20,82476,137552,8,3,home
