100074,Arthur,Ashe,R,19430710,USA,atp,1970_Masters++1975_Masters++1978_Masters
100126,Stan,Smith,R,19461214,USA,atp,1970_Masters++1971_Masters++1972_Masters++1973_Masters
100141,Zeljko,Franulovic,R,19470613,CRO,atp,1970_Masters++1971_Masters
100113,Jan,Kodes,R,19460301,CZE,atp,1970_Masters++1971_Masters++1972_Masters++1973_Masters
100016,Ken,Rosewall,R,19341102,AUS,atp,1970_Masters
100029,Rod,Laver,L,19380809,AUS,atp,1970_Masters
100119,Ilie,Nastase,R,19460719,ROU,atp,1971_Masters++1972_Masters++1973_Masters++1974_Masters++1975_Masters
100057,Pierre,Barthes,R,19410913,FRA,atp,1971_Masters
100078,Clark,Graebner,R,19431104,USA,atp,1971_Masters
100128,Cliff,Richey,R,19461231,USA,atp,1971_Masters
100127,Tom,Gorman,R,19461219,USA,atp,1972_Masters++1973_Masters
100040,Bob,Hewitt,R,19400112,RSA,atp,1972_Masters
100174,Manuel,Orantes,L,19490206,ESP,atp,1972_Masters++1973_Masters++1974_Masters++1975_Masters++1976_Masters++1977_Masters
100284,Jimmy,Connors,L,19520902,USA,atp,1972_Masters++1973_Masters++1977_Masters++1978_Masters++1979_Masters++1980_Masters++1981_Masters++1982_Masters++1983_Masters++1984_Masters++1987_Masters
100026,Andres,Gimeno,R,19370803,ESP,atp,1972_Masters
100087,John,Newcombe,R,19440523,AUS,atp,1973_Masters++1974_Masters
100084,Tom,Okker,R,19440222,NED,atp,1973_Masters
100282,Guillermo,Vilas,L,19520817,ARG,atp,1974_Masters++1975_Masters++1976_Masters++1977_Masters++1979_Masters++1980_Masters++1981_Masters++1982_Masters
100437,Bjorn,Borg,R,19560606,SWE,atp,1974_Masters++1975_Masters++1977_Masters++1979_Masters++1980_Masters
100135,Onny,Parun,R,19470415,NZL,atp,1974_Masters
100309,Raul,Ramirez,R,19530620,MEX,atp,1974_Masters++1975_Masters++1976_Masters++1977_Masters++1978_Masters
100286,Harold,Solomon,R,19520917,USA,atp,1974_Masters++1975_Masters++1976_Masters++1978_Masters++1979_Masters++1980_Masters
100214,Adriano,Panatta,R,19500709,ITA,atp,1975_Masters
100261,Brian,Gottfried,R,19520127,USA,atp,1976_Masters++1977_Masters++1978_Masters
100280,Wojtek,Fibak,R,19520803,POL,atp,1976_Masters
100232,Eddie,Dibbs,R,19510223,USA,atp,1976_Masters++1977_Masters++1978_Masters
100255,Roscoe,Tanner,L,19511015,USA,atp,1976_Masters++1977_Masters++1979_Masters++1981_Masters
100581,John,Mcenroe,L,19590216,USA,atp,1978_Masters++1979_Masters++1980_Masters++1981_Masters++1982_Masters++1983_Masters++1984_Masters++1985_Masters++1989_Masters
100297,Corrado,Barazzutti,R,19530219,ITA,atp,1978_Masters
100342,Vitas,Gerulaitis,R,19540726,USA,atp,1979_Masters++1981_Masters++1982_Masters++1984_Masters
100300,Jose,Higueras,R,19530301,ESP,atp,1979_Masters++1982_Masters++1983_Masters
100555,Jose Luis,Clerc,R,19580816,ARG,atp,1980_Masters++1981_Masters++1982_Masters++1983_Masters
100428,Gene,Mayer,R,19560411,USA,atp,1980_Masters
